380	0
385	0
390	0
395	0
400	0
405	0.1
410	0.15
415	0.2
420	0.25
425	0.3
430	0.35
435	0.4
440	0.45
445	0.5
450	0.55
455	0.6
460	0.65
465	0.7
470	0.75
475	0.8
480	0.85
485	0.8
490	0.75
495	0.7
500	0.65
505	0.6
510	0.55
515	0.5
520	0.45
525	0.4
530	0.35
535	0.3
540	0.25
545	0
550	0
555	0
560	0
565	0
570	0
575	0
580	0
585	0
590	0
595	0
600	0
605	0
610	0
615	0
620	0
625	0
630	0
635	0
640	0
645	0
650	0
655	0
660	0
665	0
670	0
675	0
680	0
685	0
690	0
695	0
700	0
705	0
710	0
715	0
720	0
725	0
730	0
735	0
740	0
745	0
750	0
755	0
760	0
765	0
770	0
775	0
780	0
